cluster_id,place_name,n_points,centroid_lat,centroid_lon
1,Kecapi,148,-6.617147,108.8711
0,Hutanopan,82,1.364139,99.698954
5,Bulu Cenrana,26,-3.899789,119.804249
3,Hiyung,13,-2.736751,115.148403
4,Paku,13,0.868422,123.596432
2,Antan Rayan,8,0.509018,109.521735
6,Anduonohu,8,-3.910321,122.140428
7,Halmahera Timur,5,0.978438,127.92559
